time_stamp,humidity,temperature,pm2.5_alt,local_datetime,Date,PM2.5_corrected
2023-07-11T13:00:00Z,70.334,82.233,6.1,2023-07-11T09:00:00Z,2023-07-11,2.8836092
2023-07-11T14:00:00Z,48.433,90.067,6.4,2023-07-11T10:00:00Z,2023-07-11,4.9286754
2023-07-11T15:00:00Z,42.6,92.567,7.1,2023-07-11T11:00:00Z,2023-07-11,5.79828
2023-07-11T16:00:00Z,39.733,94.167,7.9,2023-07-11T12:00:00Z,2023-07-11,6.464615400000001
2023-07-11T17:00:00Z,39.867,94.2,8.7,2023-07-11T13:00:00Z,2023-07-11,6.872264599999999
2023-07-11T18:00:00Z,38.633,94.034,8.9,2023-07-11T14:00:00Z,2023-07-11,7.083435400000001
2023-07-11T19:00:00Z,39.967,92.6,9.2,2023-07-11T15:00:00Z,2023-07-11,7.1256446
2023-07-11T20:00:00Z,41.7,90.9,9.4,2023-07-11T16:00:00Z,2023-07-11,7.08106
2023-07-11T21:00:00Z,45.8,89.566,9.1,2023-07-11T17:00:00Z,2023-07-11,6.57044
2023-07-11T22:00:00Z,52.733,88.3,9.3,2023-07-11T18:00:00Z,2023-07-11,6.077615400000001
2023-07-11T23:00:00Z,62.534,86.7,9.4,2023-07-11T19:00:00Z,2023-07-11,5.2851692
2023-07-12T00:00:00Z,88.4,82.667,9.7,2023-07-11T20:00:00Z,2023-07-11,3.212719999999999
2023-07-12T01:00:00Z,92.6,79.966,9.9,2023-07-11T21:00:00Z,2023-07-11,2.9554800000000014
2023-07-12T02:00:00Z,98.133,78.167,9.8,2023-07-11T22:00:00Z,2023-07-11,2.4261354000000006
2023-07-12T03:00:00Z,100,75.9,10.8,2023-07-11T23:00:00Z,2023-07-11,2.789200000000001
2023-07-12T04:00:00Z,100,74.534,10.4,2023-07-12T00:00:00Z,2023-07-12,2.579600000000001
2023-07-12T05:00:00Z,100,73.466,10.9,2023-07-12T01:00:00Z,2023-07-12,2.8416000000000015
2023-07-12T06:00:00Z,100,73,10.8,2023-07-12T02:00:00Z,2023-07-12,2.789200000000001
2023-07-12T07:00:00Z,100,71.733,10.9,2023-07-12T03:00:00Z,2023-07-12,2.8416000000000015
2023-07-12T08:00:00Z,100,70.7,11,2023-07-12T04:00:00Z,2023-07-12,2.894000000000001
2023-07-12T09:00:00Z,100,69.934,11.3,2023-07-12T05:00:00Z,2023-07-12,3.0512000000000015
2023-07-12T10:00:00Z,100,69.9,11.3,2023-07-12T06:00:00Z,2023-07-12,3.0512000000000015
2023-07-12T11:00:00Z,100,71.7,11.8,2023-07-12T07:00:00Z,2023-07-12,3.313200000000001
2023-07-12T12:00:00Z,100,75,11.1,2023-07-12T08:00:00Z,2023-07-12,2.9464000000000006
2023-07-12T13:00:00Z,79.133,84.133,10.4,2023-07-12T09:00:00Z,2023-07-12,4.378335400000001
2023-07-12T14:00:00Z,45.633,92.967,8.8,2023-07-12T10:00:00Z,2023-07-12,6.4276354
2023-07-12T15:00:00Z,41.034,95.8,8.3,2023-07-12T11:00:00Z,2023-07-12,6.562069200000001
2023-07-12T16:00:00Z,39.666,96.233,8.1,2023-07-12T12:00:00Z,2023-07-12,6.5751908
2023-07-12T17:00:00Z,41.133,95.567,8.6,2023-07-12T13:00:00Z,2023-07-12,6.7107354
2023-07-12T18:00:00Z,81.166,86.533,10.1,2023-07-12T14:00:00Z,2023-07-12,4.0458908000000005
2023-07-12T19:00:00Z,100,86.166,11.5,2023-07-12T15:00:00Z,2023-07-12,3.1560000000000006
2023-07-12T20:00:00Z,100,84.833,11.4,2023-07-12T16:00:00Z,2023-07-12,3.103600000000001
2023-07-12T21:00:00Z,100,78.6,5.3,2023-07-12T17:00:00Z,2023-07-12,-0.09279999999999866
2023-07-12T22:00:00Z,100,77.867,4.9,2023-07-12T18:00:00Z,2023-07-12,-0.30239999999999867
2023-07-12T23:00:00Z,100,77.633,4.7,2023-07-12T19:00:00Z,2023-07-12,-0.40719999999999956
2023-07-13T00:00:00Z,100,77.133,4.4,2023-07-12T20:00:00Z,2023-07-12,-0.5643999999999991
2023-07-13T01:00:00Z,100,77,5.7,2023-07-12T21:00:00Z,2023-07-12,0.11680000000000135
2023-07-13T02:00:00Z,100,76.633,7,2023-07-12T22:00:00Z,2023-07-12,0.7980000000000009
2023-07-13T03:00:00Z,100,76,6.8,2023-07-12T23:00:00Z,2023-07-12,0.6932000000000009
2023-07-13T04:00:00Z,100,75.966,7.3,2023-07-13T00:00:00Z,2023-07-13,0.9552000000000014
2023-07-13T05:00:00Z,100,75.6,7.7,2023-07-13T01:00:00Z,2023-07-13,1.1648000000000014
2023-07-13T06:00:00Z,100,74.867,7.1,2023-07-13T02:00:00Z,2023-07-13,0.8504000000000005
2023-07-13T07:00:00Z,100,74,7.7,2023-07-13T03:00:00Z,2023-07-13,1.1648000000000014
2023-07-13T08:00:00Z,100,73.934,7.8,2023-07-13T04:00:00Z,2023-07-13,1.217200000000001
2023-07-13T09:00:00Z,100,73,5.8,2023-07-13T05:00:00Z,2023-07-13,0.1692000000000009
2023-07-13T10:00:00Z,100,73.3,3.8,2023-07-13T06:00:00Z,2023-07-13,-0.8787999999999991
2023-07-13T11:00:00Z,100,74.666,5.9,2023-07-13T07:00:00Z,2023-07-13,0.22160000000000046
2023-07-13T12:00:00Z,100,76.4,11.3,2023-07-13T08:00:00Z,2023-07-13,3.0512000000000015
2023-07-13T13:00:00Z,97.3,82.533,11.3,2023-07-13T09:00:00Z,2023-07-13,3.283940000000001
2023-07-13T14:00:00Z,74.966,89.6,13,2023-07-13T10:00:00Z,2023-07-13,6.099930800000001
2023-07-13T15:00:00Z,65.267,90.834,12.5,2023-07-13T11:00:00Z,2023-07-13,6.673984600000001
2023-07-13T16:00:00Z,56.267,93.267,11.8,2023-07-13T12:00:00Z,2023-07-13,7.0829846
2023-07-13T17:00:00Z,49.1,95.133,10.9,2023-07-13T13:00:00Z,2023-07-13,7.22918
2023-07-13T18:00:00Z,45.867,94.333,10.2,2023-07-13T14:00:00Z,2023-07-13,7.1410646
2023-07-13T19:00:00Z,48.666,92.8,10.7,2023-07-13T15:00:00Z,2023-07-13,7.1617908
2023-07-13T20:00:00Z,52.767,91.1,10.7,2023-07-13T16:00:00Z,2023-07-13,6.8082845999999995
2023-07-13T21:00:00Z,57.867,90.133,11,2023-07-13T17:00:00Z,2023-07-13,6.5258646
2023-07-13T22:00:00Z,61.666,90.166,11.1,2023-07-13T18:00:00Z,2023-07-13,6.2507908
2023-07-13T23:00:00Z,63.667,87.8,7.2,2023-07-13T19:00:00Z,2023-07-13,4.0347046
2023-07-14T00:00:00Z,90.433,82.666,5.6,2023-07-13T20:00:00Z,2023-07-13,0.8890753999999994
2023-07-14T01:00:00Z,97.267,80.666,4.7,2023-07-13T21:00:00Z,2023-07-13,-0.1716154000000003
2023-07-14T02:00:00Z,100,78.4,5,2023-07-13T22:00:00Z,2023-07-13,-0.2499999999999991
2023-07-14T03:00:00Z,100,76.934,5.1,2023-07-13T23:00:00Z,2023-07-13,-0.19759999999999955
2023-07-14T04:00:00Z,100,76.633,5.4,2023-07-14T00:00:00Z,2023-07-14,-0.0403999999999991
2023-07-14T05:00:00Z,100,76.167,5.5,2023-07-14T01:00:00Z,2023-07-14,0.012000000000000455
2023-07-14T06:00:00Z,100,75.3,5.3,2023-07-14T02:00:00Z,2023-07-14,-0.09279999999999866
2023-07-14T07:00:00Z,100,74.633,4.8,2023-07-14T03:00:00Z,2023-07-14,-0.3547999999999991
2023-07-14T08:00:00Z,100,74.333,4.3,2023-07-14T04:00:00Z,2023-07-14,-0.6167999999999996
2023-07-14T09:00:00Z,100,73.367,3.9,2023-07-14T05:00:00Z,2023-07-14,-0.8263999999999996
2023-07-14T10:00:00Z,100,73.1,3.7,2023-07-14T06:00:00Z,2023-07-14,-0.9311999999999987
2023-07-14T11:00:00Z,100,73.834,3.6,2023-07-14T07:00:00Z,2023-07-14,-0.9835999999999991
2023-07-14T12:00:00Z,100,76.3,4.5,2023-07-14T08:00:00Z,2023-07-14,-0.5119999999999987
2023-07-14T13:00:00Z,100,79.6,5.5,2023-07-14T09:00:00Z,2023-07-14,0.012000000000000455
2023-07-14T14:00:00Z,94.133,83.7,5.7,2023-07-14T10:00:00Z,2023-07-14,0.6225354000000003
2023-07-14T15:00:00Z,97.4,83.4,7.3,2023-07-14T11:00:00Z,2023-07-14,1.1793200000000006
2023-07-14T16:00:00Z,97.434,84.034,7.4,2023-07-14T12:00:00Z,2023-07-14,1.2287892000000005
2023-07-14T17:00:00Z,89.666,86.367,8,2023-07-14T13:00:00Z,2023-07-14,2.2127908000000005
2023-07-14T18:00:00Z,86.666,86.633,7.9,2023-07-14T14:00:00Z,2023-07-14,2.4189908000000013
2023-07-14T19:00:00Z,80.067,87.8,7.6,2023-07-14T15:00:00Z,2023-07-14,2.830624600000001
2023-07-14T20:00:00Z,75.5,88.166,7.2,2023-07-14T16:00:00Z,2023-07-14,3.0147000000000004
2023-07-14T21:00:00Z,70.034,88.267,6.7,2023-07-14T17:00:00Z,2023-07-14,3.2238691999999998
2023-07-14T22:00:00Z,77.3,83.4,4.4,2023-07-14T18:00:00Z,2023-07-14,1.3923400000000008
2023-07-14T23:00:00Z,97.367,81.733,4.7,2023-07-14T19:00:00Z,2023-07-14,-0.18023540000000082
2023-07-15T00:00:00Z,99.767,80.5,4.9,2023-07-14T20:00:00Z,2023-07-14,-0.2823153999999981
2023-07-15T01:00:00Z,100,78.367,5.3,2023-07-14T21:00:00Z,2023-07-14,-0.09279999999999866
2023-07-15T02:00:00Z,100,76.466,5,2023-07-14T22:00:00Z,2023-07-14,-0.2499999999999991
2023-07-15T03:00:00Z,100,76,4.9,2023-07-14T23:00:00Z,2023-07-14,-0.30239999999999867
2023-07-15T04:00:00Z,100,76,4.8,2023-07-15T00:00:00Z,2023-07-15,-0.3547999999999991
2023-07-15T05:00:00Z,100,76,4.6,2023-07-15T01:00:00Z,2023-07-15,-0.4595999999999991
2023-07-15T06:00:00Z,100,75.034,4.6,2023-07-15T02:00:00Z,2023-07-15,-0.4595999999999991
2023-07-15T07:00:00Z,100,74.334,4.4,2023-07-15T03:00:00Z,2023-07-15,-0.5643999999999991
2023-07-15T08:00:00Z,100,73.6,4.1,2023-07-15T04:00:00Z,2023-07-15,-0.7215999999999987
2023-07-15T09:00:00Z,100,72.7,3.7,2023-07-15T05:00:00Z,2023-07-15,-0.9311999999999987
2023-07-15T10:00:00Z,100,73,3.5,2023-07-15T06:00:00Z,2023-07-15,-1.0359999999999996
2023-07-15T11:00:00Z,100,73.966,3.1,2023-07-15T07:00:00Z,2023-07-15,-1.2455999999999996
2023-07-15T12:00:00Z,100,76.233,3.8,2023-07-15T08:00:00Z,2023-07-15,-0.8787999999999991
2023-07-15T13:00:00Z,97.367,82.466,5.3,2023-07-15T09:00:00Z,2023-07-15,0.13416460000000008
2023-07-15T14:00:00Z,78.367,90.6,5.9,2023-07-15T10:00:00Z,2023-07-15,2.0863646
2023-07-15T15:00:00Z,63.3,92.333,7.2,2023-07-15T11:00:00Z,2023-07-15,4.06634
2023-07-15T16:00:00Z,55.633,93.666,6.4,2023-07-15T12:00:00Z,2023-07-15,4.3080354
2023-07-15T17:00:00Z,55.633,93.5,6.5,2023-07-15T13:00:00Z,2023-07-15,4.3604354
2023-07-15T18:00:00Z,47.534,95.367,7.2,2023-07-15T14:00:00Z,2023-07-15,5.4253692000000004
2023-07-15T19:00:00Z,48.733,94.9,7.7,2023-07-15T15:00:00Z,2023-07-15,5.584015400000001
2023-07-15T20:00:00Z,81.2,90.8,8,2023-07-15T16:00:00Z,2023-07-15,2.9425600000000003
2023-07-15T21:00:00Z,98.267,88.2,7.2,2023-07-15T17:00:00Z,2023-07-15,1.0521846000000004
2023-07-15T22:00:00Z,100,87.166,7.2,2023-07-15T18:00:00Z,2023-07-15,0.9028000000000009
2023-07-15T23:00:00Z,100,86.3,8.1,2023-07-15T19:00:00Z,2023-07-15,1.3744000000000005
2023-07-16T00:00:00Z,100,84.7,7.4,2023-07-15T20:00:00Z,2023-07-15,1.007600000000001
2023-07-16T01:00:00Z,100,83.333,6.3,2023-07-15T21:00:00Z,2023-07-15,0.43120000000000047
2023-07-16T02:00:00Z,100,82.466,6,2023-07-15T22:00:00Z,2023-07-15,0.2740000000000009
2023-07-16T03:00:00Z,100,80.767,5.8,2023-07-15T23:00:00Z,2023-07-15,0.1692000000000009
2023-07-16T04:00:00Z,100,79.966,5.8,2023-07-16T00:00:00Z,2023-07-16,0.1692000000000009
2023-07-16T05:00:00Z,100,80,5.7,2023-07-16T01:00:00Z,2023-07-16,0.11680000000000135
2023-07-16T06:00:00Z,100,79.833,6,2023-07-16T02:00:00Z,2023-07-16,0.2740000000000009
2023-07-16T07:00:00Z,100,79.3,4.6,2023-07-16T03:00:00Z,2023-07-16,-0.4595999999999991
2023-07-16T08:00:00Z,100,78.534,1.9,2023-07-16T04:00:00Z,2023-07-16,-1.8743999999999996
2023-07-16T09:00:00Z,100,78,1.7,2023-07-16T05:00:00Z,2023-07-16,-1.9791999999999987
2023-07-16T10:00:00Z,100,78,1.5,2023-07-16T06:00:00Z,2023-07-16,-2.0839999999999996
2023-07-16T11:00:00Z,100,78.4,1.2,2023-07-16T07:00:00Z,2023-07-16,-2.241199999999999
2023-07-16T12:00:00Z,100,78.934,1.4,2023-07-16T08:00:00Z,2023-07-16,-2.136399999999999
2023-07-16T13:00:00Z,100,80.367,1.6,2023-07-16T09:00:00Z,2023-07-16,-2.031599999999999
2023-07-16T14:00:00Z,100,82.6,2.3,2023-07-16T10:00:00Z,2023-07-16,-1.6647999999999996
2023-07-16T15:00:00Z,100,84.867,3,2023-07-16T11:00:00Z,2023-07-16,-1.2979999999999992
2023-07-16T16:00:00Z,96.9,86.067,3,2023-07-16T12:00:00Z,2023-07-16,-1.030780000000001
2023-07-16T17:00:00Z,76.133,89.733,3,2023-07-16T13:00:00Z,2023-07-16,0.7593354000000003
2023-07-16T18:00:00Z,76.966,88.767,3.1,2023-07-16T14:00:00Z,2023-07-16,0.7399308000000016
2023-07-16T19:00:00Z,100,84.367,4.1,2023-07-16T15:00:00Z,2023-07-16,-0.7215999999999987
2023-07-16T20:00:00Z,99.867,86.867,5.3,2023-07-16T16:00:00Z,2023-07-16,-0.08133540000000039
2023-07-16T21:00:00Z,97.267,87,5,2023-07-16T17:00:00Z,2023-07-16,-0.014415399999999856
2023-07-16T22:00:00Z,99.767,86.267,5.3,2023-07-16T18:00:00Z,2023-07-16,-0.0727153999999981
2023-07-16T23:00:00Z,99.934,85.4,5.4,2023-07-16T19:00:00Z,2023-07-16,-0.03471080000000004
2023-07-17T00:00:00Z,100,82.966,5.7,2023-07-16T20:00:00Z,2023-07-16,0.11680000000000135
2023-07-17T01:00:00Z,100,80.934,6,2023-07-16T21:00:00Z,2023-07-16,0.2740000000000009
2023-07-17T02:00:00Z,100,80,6.3,2023-07-16T22:00:00Z,2023-07-16,0.43120000000000047
2023-07-17T03:00:00Z,100,79.4,6.1,2023-07-16T23:00:00Z,2023-07-16,0.32640000000000136
2023-07-17T04:00:00Z,100,78.584,5.3,2023-07-17T00:00:00Z,2023-07-17,-0.09279999999999866
2023-07-17T05:00:00Z,100,77.1,4.7,2023-07-17T01:00:00Z,2023-07-17,-0.40719999999999956
2023-07-17T06:00:00Z,100,76.1,4.3,2023-07-17T02:00:00Z,2023-07-17,-0.6167999999999996
2023-07-17T07:00:00Z,100,76,4.6,2023-07-17T03:00:00Z,2023-07-17,-0.4595999999999991
2023-07-17T08:00:00Z,100,75.133,4.4,2023-07-17T04:00:00Z,2023-07-17,-0.5643999999999991
2023-07-17T09:00:00Z,100,73.733,4.4,2023-07-17T05:00:00Z,2023-07-17,-0.5643999999999991
2023-07-17T10:00:00Z,100,73.267,3,2023-07-17T06:00:00Z,2023-07-17,-1.2979999999999992
2023-07-17T11:00:00Z,100,73.8,2.7,2023-07-17T07:00:00Z,2023-07-17,-1.4551999999999996
2023-07-17T12:00:00Z,100,75.633,2.7,2023-07-17T08:00:00Z,2023-07-17,-1.4551999999999996
2023-07-17T13:00:00Z,99.867,80.2,8.4,2023-07-17T09:00:00Z,2023-07-17,1.5430645999999992
2023-07-17T14:00:00Z,85.033,87.6,34.6,2023-07-17T10:00:00Z,2023-07-17,16.5505554
2023-07-17T15:00:00Z,57.367,90.6,44.8,2023-07-17T11:00:00Z,2023-07-17,24.2801646
2023-07-17T16:00:00Z,49.534,92.267,51.6,2023-07-17T12:00:00Z,2023-07-17,28.5185692
2023-07-17T17:00:00Z,49.466,92.834,52.9,2023-07-17T13:00:00Z,2023-07-17,29.2056308
2023-07-17T18:00:00Z,50.034,92.1,51.9,2023-07-17T14:00:00Z,2023-07-17,28.6326692
2023-07-17T19:00:00Z,52.367,91.233,50.1,2023-07-17T15:00:00Z,2023-07-17,27.4883646
2023-07-17T20:00:00Z,53.2,90,49.2,2023-07-17T16:00:00Z,2023-07-17,26.944960000000002
2023-07-17T21:00:00Z,54.4,89,48.7,2023-07-17T17:00:00Z,2023-07-17,26.579520000000002
2023-07-17T22:00:00Z,59.266,88.7,46.9,2023-07-17T18:00:00Z,2023-07-17,25.216870800000002
2023-07-17T23:00:00Z,80.434,86.867,45.7,2023-07-17T19:00:00Z,2023-07-17,22.763389200000002
2023-07-18T00:00:00Z,99.434,82.867,46.7,2023-07-17T20:00:00Z,2023-07-17,21.649589200000005
2023-07-18T01:00:00Z,100,80.233,46.6,2023-07-17T21:00:00Z,2023-07-17,21.5484
2023-07-18T02:00:00Z,100,79.5,36.7,2023-07-17T22:00:00Z,2023-07-17,16.360800000000005
2023-07-18T03:00:00Z,100,76.2,11.8,2023-07-17T23:00:00Z,2023-07-17,3.313200000000001
2023-07-18T04:00:00Z,100,75,9.1,2023-07-18T00:00:00Z,2023-07-18,1.8984000000000005
2023-07-18T05:00:00Z,100,74.7,8.5,2023-07-18T01:00:00Z,2023-07-18,1.5840000000000014
2023-07-18T06:00:00Z,100,74.867,8.6,2023-07-18T02:00:00Z,2023-07-18,1.636400000000001
2023-07-18T07:00:00Z,100,75,7.6,2023-07-18T03:00:00Z,2023-07-18,1.112400000000001
2023-07-18T08:00:00Z,100,74.834,7.4,2023-07-18T04:00:00Z,2023-07-18,1.007600000000001
2023-07-18T09:00:00Z,100,74.8,7.5,2023-07-18T05:00:00Z,2023-07-18,1.0600000000000005
2023-07-18T10:00:00Z,100,74.1,6.9,2023-07-18T06:00:00Z,2023-07-18,0.7456000000000014
2023-07-18T11:00:00Z,100,75,7.7,2023-07-18T07:00:00Z,2023-07-18,1.1648000000000014
2023-07-18T12:00:00Z,100,76.5,12.7,2023-07-18T08:00:00Z,2023-07-18,3.7848000000000006
2023-07-18T13:00:00Z,98.5,81.334,18.7,2023-07-18T09:00:00Z,2023-07-18,7.0581
2023-07-18T14:00:00Z,80.733,85.666,24.2,2023-07-18T10:00:00Z,2023-07-18,11.4716154
2023-07-18T15:00:00Z,67.933,87.633,27.2,2023-07-18T11:00:00Z,2023-07-18,14.146975399999999
2023-07-18T16:00:00Z,52.9,90.966,25,2023-07-18T12:00:00Z,2023-07-18,14.290020000000002
2023-07-18T17:00:00Z,49.733,91.466,24.9,2023-07-18T13:00:00Z,2023-07-18,14.510615399999999
2023-07-18T18:00:00Z,45.367,92.633,29.7,2023-07-18T14:00:00Z,2023-07-18,17.4021646
2023-07-18T19:00:00Z,48.567,91.3,34.1,2023-07-18T15:00:00Z,2023-07-18,19.431924600000002
2023-07-18T20:00:00Z,51.633,89.6,36,2023-07-18T16:00:00Z,2023-07-18,20.1632354
2023-07-18T21:00:00Z,60.433,87.9,38.5,2023-07-18T17:00:00Z,2023-07-18,20.7146754
2023-07-18T22:00:00Z,76.7,85.567,45.1,2023-07-18T18:00:00Z,2023-07-18,22.77086
2023-07-18T23:00:00Z,85.5,84.066,44.3,2023-07-18T19:00:00Z,2023-07-18,21.5931
2023-07-19T00:00:00Z,97.633,81.5,42.3,2023-07-18T20:00:00Z,2023-07-18,19.4992354
2023-07-19T01:00:00Z,100,79,40.8,2023-07-18T21:00:00Z,2023-07-18,18.5092
2023-07-19T02:00:00Z,100,78.433,36.5,2023-07-18T22:00:00Z,2023-07-18,16.256
2023-07-19T03:00:00Z,99.4,78.4,31.2,2023-07-18T23:00:00Z,2023-07-18,13.530520000000001
2023-07-19T04:00:00Z,100,76.9,28.2,2023-07-19T00:00:00Z,2023-07-19,11.9068
2023-07-19T05:00:00Z,100,74.867,24.8,2023-07-19T01:00:00Z,2023-07-19,10.125200000000001
2023-07-19T06:00:00Z,100,73.034,23.7,2023-07-19T02:00:00Z,2023-07-19,9.548800000000002
2023-07-19T07:00:00Z,100,72.466,22.8,2023-07-19T03:00:00Z,2023-07-19,9.077200000000001
2023-07-19T08:00:00Z,100,71,22.8,2023-07-19T04:00:00Z,2023-07-19,9.077200000000001
2023-07-19T09:00:00Z,100,69.7,21.9,2023-07-19T05:00:00Z,2023-07-19,8.6056
2023-07-19T10:00:00Z,100,69.9,22.2,2023-07-19T06:00:00Z,2023-07-19,8.7628
2023-07-19T11:00:00Z,100,70.9,22.2,2023-07-19T07:00:00Z,2023-07-19,8.7628
2023-07-19T12:00:00Z,100,73.433,21.8,2023-07-19T08:00:00Z,2023-07-19,8.553200000000002
2023-07-19T13:00:00Z,91.267,77.867,16.9,2023-07-19T09:00:00Z,2023-07-19,6.7383846
2023-07-19T14:00:00Z,71.4,80.233,13.1,2023-07-19T10:00:00Z,2023-07-19,6.459719999999999
2023-07-19T15:00:00Z,55.433,84.034,12.4,2023-07-19T11:00:00Z,2023-07-19,7.469275400000001
2023-07-19T16:00:00Z,49.967,88.633,13.2,2023-07-19T12:00:00Z,2023-07-19,8.3596446
2023-07-19T17:00:00Z,48.133,88,13.9,2023-07-19T13:00:00Z,2023-07-19,8.8845354
2023-07-19T18:00:00Z,45.267,89,14.2,2023-07-19T14:00:00Z,2023-07-19,9.2887846
2023-07-19T19:00:00Z,45.5,88.733,14.7,2023-07-19T15:00:00Z,2023-07-19,9.5307
2023-07-19T20:00:00Z,51.034,86.567,14.3,2023-07-19T16:00:00Z,2023-07-19,8.8440692
2023-07-19T21:00:00Z,51.3,85.767,13.6,2023-07-19T17:00:00Z,2023-07-19,8.45434
2023-07-19T22:00:00Z,56.1,84.2,14.1,2023-07-19T18:00:00Z,2023-07-19,8.302579999999999
2023-07-19T23:00:00Z,81.367,82.466,14.2,2023-07-19T19:00:00Z,2023-07-19,6.1769646
2023-07-20T00:00:00Z,97.067,79.5,14.2,2023-07-19T20:00:00Z,2023-07-19,4.823624600000001
2023-07-20T01:00:00Z,97.5,78.633,13.7,2023-07-19T21:00:00Z,2023-07-19,4.524299999999999
2023-07-20T02:00:00Z,99.267,77.133,13.2,2023-07-19T22:00:00Z,2023-07-19,4.109984600000001
2023-07-20T03:00:00Z,100,75.8,12.1,2023-07-19T23:00:00Z,2023-07-19,3.4704000000000006
2023-07-20T04:00:00Z,100,75,10,2023-07-20T00:00:00Z,2023-07-20,2.370000000000001
2023-07-20T05:00:00Z,100,73.216,8,2023-07-20T01:00:00Z,2023-07-20,1.322000000000001
2023-07-20T06:00:00Z,100,71.966,6.4,2023-07-20T02:00:00Z,2023-07-20,0.4836000000000009
2023-07-20T07:00:00Z,100,71,6.1,2023-07-20T03:00:00Z,2023-07-20,0.32640000000000136
2023-07-20T08:00:00Z,100,69.733,5.1,2023-07-20T04:00:00Z,2023-07-20,-0.19759999999999955
2023-07-20T09:00:00Z,100,68.7,4.9,2023-07-20T05:00:00Z,2023-07-20,-0.30239999999999867
2023-07-20T10:00:00Z,100,68.6,4.8,2023-07-20T06:00:00Z,2023-07-20,-0.3547999999999991
2023-07-20T11:00:00Z,100,70.9,4.7,2023-07-20T07:00:00Z,2023-07-20,-0.40719999999999956
2023-07-20T12:00:00Z,98.6,73.8,4.5,2023-07-20T08:00:00Z,2023-07-20,-0.39131999999999856
